transaction_id,customer_id,business_unit,region,transaction_date,amount,status_code,segment,product_group,validation_status,validation_reason
TXN00079,CUST006,Wholesale,South,2023-03-17,2068.84,PENDING,Segment B,Office,OK,
TXN00080,CUST013,Retail,South,2024-05-26,-4089.7,ACTIVE,Segment B,Consumer,REJECTED,negative_amount
TXN00081,CUST027,Wholesale,East,2024-06-07,5835.93,ACTIVE,Segment B,Office,OK,
TXN00082,CUST057,Manufacturing,North,2023-10-18,5584.04,ACTIVE,Segment C,Consumer,OK,
TXN00083,CUST041,Wholesale,East,2024-12-14,4084.48,ACTIVE,Segment A,Office,OK,
TXN00084,CUST036,Retail,South,2023-11-07,6406.87,ACTIVE,Segment C,Industrial,OK,
TXN00085,CUST010,Retail,West,2023-05-18,484.6,ACTIVE,Segment C,Industrial,OK,
TXN00086,CUST027,Manufacturing,South,2024-12-16,5839.16,ACTIVE,Segment A,Consumer,OK,
TXN00087,CUST029,Retail,North,2024-01-12,4630.94,ACTIVE,Segment B,Consumer,OK,
TXN00088,CUST030,Manufacturing,North,2023-02-26,6612.62,PENDING,Segment B,Logistics,OK,
TXN00089,CUST047,Retail,North,2024-04-07,-920.01,ACTIVE,Segment B,Logistics,REJECTED,negative_amount
TXN00090,CUST011,Manufacturing,West,2024-02-08,-1015.84,ACTIVE,Segment B,Industrial,REJECTED,negative_amount
TXN00091,CUST003,Wholesale,South,2024-03-06,4237.42,ACTIVE,Segment B,Logistics,OK,
TXN00092,CUST036,Manufacturing,West,2023-08-21,6732.07,ACTIVE,Segment C,Industrial,OK,
TXN00093,CUST017,Wholesale,West,2024-11-08,683.25,ACTIVE,Segment B,Industrial,OK,
TXN00094,CUST049,Retail,South,2023-05-31,3023.86,CLOSED,Segment B,Consumer,OK,
TXN00095,CUST057,Manufacturing,West,2023-03-10,6403.19,ACTIVE,Segment B,Consumer,OK,
TXN00096,CUST048,Wholesale,East,2023-09-11,817.46,ACTIVE,Segment C,Logistics,OK,
TXN00097,CUST037,Manufacturing,West,2024-06-19,7618.38,ACTIVE,Segment C,Consumer,OK,
TXN00098,CUST017,Retail,North,2023-03-24,3972.9,ACTIVE,Segment C,Logistics,OK,
TXN00099,CUST001,Wholesale,West,2024-05-31,1962.84,ACTIVE,Segment B,Logistics,OK,
TXN00100,CUST004,Wholesale,East,2024-01-11,5660.15,ACTIVE,Segment C,Office,OK,
TXN00101,CUST005,Manufacturing,South,2024-08-24,2534.9,ACTIVE,Segment C,Logistics,OK,
TXN00102,CUST056,Manufacturing,East,2024-12-19,7543.39,ACTIVE,Segment B,Consumer,OK,
TXN00103,CUST005,Retail,South,2023-08-09,-5933.69,PENDING,Segment C,Office,REJECTED,negative_amount
TXN00104,CUST017,Manufacturing,North,2024-09-06,1071.68,ACTIVE,Segment B,Consumer,OK,
TXN00105,CUST028,Manufacturing,South,2023-09-25,1932.98,ACTIVE,Segment C,Consumer,OK,
TXN00106,CUST033,Manufacturing,East,2024-07-21,300.86,ACTIVE,Segment C,Consumer,OK,
TXN00107,CUST029,Wholesale,East,2024-03-21,4765.28,ACTIVE,Segment C,Consumer,OK,
TXN00108,CUST033,Manufacturing,West,2024-11-26,6161.14,ACTIVE,Segment C,Industrial,OK,
TXN00109,CUST042,Manufacturing,East,2023-08-07,4012.61,ACTIVE,Segment B,Consumer,OK,
TXN00110,CUST005,Manufacturing,South,2024-12-06,3511.48,ACTIVE,Segment B,Industrial,OK,
TXN00111,CUST002,Manufacturing,West,2024-04-30,6933.23,CLOSED,Segment B,Office,OK,
TXN00112,CUST060,Manufacturing,South,2023-04-23,1462.67,ACTIVE,Segment B,Consumer,OK,
TXN00113,CUST045,Manufacturing,North,2024-01-18,5136.52,ACTIVE,Segment A,Industrial,OK,
TXN00114,CUST018,Manufacturing,North,2024-11-29,5934.12,ACTIVE,Segment B,Logistics,OK,
TXN00115,CUST009,Wholesale,West,2023-03-06,6976.29,ACTIVE,Segment A,Office,OK,
TXN00116,CUST052,Manufacturing,West,2024-12-06,5218.53,ACTIVE,Segment A,Industrial,OK,
TXN00117,CUST048,Retail,West,2024-07-27,9136.18,CLOSED,Segment C,Office,OK,
TXN00118,CUST033,Retail,North,2024-05-18,6825.43,ACTIVE,Segment C,Industrial,OK,
TXN00119,CUST013,Manufacturing,East,2024-03-02,4945.29,ACTIVE,Segment B,Office,OK,
TXN00120,CUST034,Manufacturing,South,2024-09-22,6320.46,ACTIVE,Segment B,Logistics,OK,
TXN00121,CUST023,Retail,West,2024-09-12,5054.59,PENDING,Segment C,Industrial,OK,
TXN00122,CUST002,Retail,South,2023-09-23,2613.3,PENDING,Segment A,Office,OK,
TXN00123,CUST022,Wholesale,North,2024-06-27,3800.89,ACTIVE,Segment A,Industrial,OK,
TXN00124,CUST042,Manufacturing,East,2023-12-08,3360.32,CLOSED,Segment B,Office,OK,
TXN00125,CUST055,Retail,West,2024-10-21,7691.66,ACTIVE,Segment C,Office,OK,
TXN00126,CUST001,Wholesale,North,2023-10-17,4787.48,ACTIVE,Segment C,Office,OK,
TXN00127,CUST007,Wholesale,North,2024-06-16,3396.87,ACTIVE,Segment B,Consumer,OK,
TXN00128,CUST040,Manufacturing,South,2024-11-25,6262.87,ACTIVE,Segment B,Office,OK,
TXN00129,CUST024,Wholesale,North,2023-02-10,3160.36,ACTIVE,Segment B,Logistics,OK,
TXN00130,CUST036,Retail,North,2024-07-09,2315.98,ACTIVE,Segment C,Consumer,OK,
TXN00131,CUST027,Manufacturing,East,2023-10-13,-1021.55,ACTIVE,Segment C,Logistics,REJECTED,negative_amount
TXN00132,CUST019,Retail,North,2024-12-25,159.15,ACTIVE,Segment A,Consumer,OK,
TXN00133,CUST010,Wholesale,East,2024-04-09,3835.13,ACTIVE,Segment B,Consumer,OK,
TXN00134,CUST047,Wholesale,North,2024-10-12,3265.42,ACTIVE,Segment B,Logistics,OK,
TXN00135,CUST046,Wholesale,North,2023-03-09,2677.93,ACTIVE,Segment C,Office,OK,
TXN00136,CUST028,Retail,North,2023-04-11,7246.36,ACTIVE,Segment A,Logistics,OK,
TXN00137,CUST018,Retail,East,2023-11-10,8840.82,ACTIVE,Segment B,Industrial,OK,
TXN00138,CUST023,Manufacturing,West,2023-11-23,787.89,ACTIVE,Segment B,Logistics,OK,
TXN00139,CUST031,Manufacturing,South,2024-07-14,3724.07,ACTIVE,Segment B,Industrial,OK,
TXN00140,CUST057,Wholesale,South,2023-10-30,5866.23,ACTIVE,Segment A,Logistics,OK,
TXN00141,CUST039,Retail,North,2024-07-31,4510.45,CLOSED,Segment A,Consumer,OK,
TXN00142,CUST036,Manufacturing,South,2024-05-18,9125.54,ACTIVE,Segment C,Logistics,OK,
TXN00143,CUST009,Manufacturing,East,2024-05-13,7040.55,ACTIVE,Segment B,Consumer,OK,
TXN00144,CUST043,Wholesale,East,2023-08-03,4637.54,ACTIVE,Segment B,Consumer,OK,
TXN00145,CUST034,Wholesale,West,2023-10-24,5296.99,ACTIVE,Segment B,Logistics,OK,
TXN00146,CUST002,Wholesale,West,2023-01-05,-496.09,ACTIVE,Segment A,Logistics,REJECTED,negative_amount
TXN00147,CUST034,Manufacturing,South,2023-04-13,3392.79,ACTIVE,Segment A,Logistics,OK,
TXN00148,CUST059,Wholesale,West,2024-11-02,5299.08,ACTIVE,Segment A,Office,OK,
TXN00149,CUST039,Retail,North,2024-12-18,-1535.15,ACTIVE,Segment C,Industrial,REJECTED,negative_amount
TXN00150,CUST020,Manufacturing,North,2024-04-02,-1192.2,PENDING,Segment B,Consumer,REJECTED,negative_amount
TXN00151,CUST045,Manufacturing,West,2023-08-18,2537.71,ACTIVE,Segment B,Logistics,OK,
TXN00152,CUST008,Wholesale,West,2023-01-09,1810.36,ACTIVE,Segment C,Logistics,OK,
TXN00153,CUST031,Retail,East,2023-08-09,6031.62,ACTIVE,Segment A,Office,OK,
TXN00154,CUST050,Wholesale,East,2024-03-15,4244.58,ACTIVE,Segment A,Logistics,OK,
TXN00155,CUST009,Wholesale,West,2024-02-26,1307.5,CLOSED,Segment A,Office,OK,
TXN00156,CUST001,Manufacturing,West,2024-04-27,7442.23,ACTIVE,Segment B,Logistics,OK,
TXN00157,CUST024,Manufacturing,West,2024-03-26,3623.22,CLOSED,Segment B,Industrial,OK,
TXN00158,CUST014,Retail,South,2023-12-14,9616.9,PENDING,Segment A,Consumer,OK,
TXN00159,CUST045,Manufacturing,North,2024-05-27,4807.23,CLOSED,Segment B,Consumer,OK,
TXN00160,CUST049,Wholesale,South,2024-11-15,5033.37,ACTIVE,Segment C,Office,OK,
TXN00161,CUST008,Wholesale,South,2024-02-16,3715.9,ACTIVE,Segment B,Logistics,OK,
TXN00162,CUST056,Manufacturing,North,2023-04-11,6783.78,ACTIVE,Segment B,Logistics,OK,
TXN00163,CUST034,Manufacturing,North,2023-09-16,2599.74,CLOSED,Segment B,Office,OK,
TXN00164,CUST051,Manufacturing,East,2023-05-18,4937.51,ACTIVE,Segment B,Logistics,OK,
TXN00165,CUST007,Manufacturing,West,2023-03-11,-6275.21,CLOSED,Segment A,Logistics,REJECTED,negative_amount
TXN00166,CUST022,Wholesale,East,2024-08-13,-2077.26,PENDING,Segment A,Industrial,REJECTED,negative_amount
TXN00167,CUST036,Wholesale,North,2023-11-13,5552.91,ACTIVE,Segment B,Consumer,OK,
TXN00168,CUST018,Wholesale,South,2024-04-01,4427.4,ACTIVE,Segment B,Office,OK,
TXN00169,CUST047,Retail,North,2023-05-08,5499.98,ACTIVE,Segment C,Consumer,OK,
TXN00170,CUST033,Manufacturing,West,2023-01-22,7459.2,ACTIVE,Segment B,Logistics,OK,
TXN00171,CUST016,Retail,West,2023-04-10,5801.84,ACTIVE,Segment C,Logistics,OK,
TXN00172,CUST042,Manufacturing,East,2023-12-03,5098.94,ACTIVE,Segment B,Office,OK,
TXN00173,CUST057,Retail,North,2024-05-15,2881.11,ACTIVE,Segment A,Office,OK,
TXN00174,CUST030,Manufacturing,East,2024-02-19,4986.45,ACTIVE,Segment C,Logistics,OK,
TXN00175,CUST039,Wholesale,East,2024-08-02,-1787.26,ACTIVE,Segment B,Industrial,REJECTED,negative_amount
TXN00176,CUST019,Wholesale,West,2024-02-04,4240.16,ACTIVE,Segment B,Industrial,OK,
TXN00177,CUST008,Retail,East,2023-12-04,3519.09,ACTIVE,Segment B,Industrial,OK,
TXN00178,CUST042,Manufacturing,West,2023-09-22,6561.33,ACTIVE,Segment B,Industrial,OK,
TXN00179,CUST040,Wholesale,North,2023-11-28,5531.55,ACTIVE,Segment A,Consumer,OK,
TXN00180,CUST057,Wholesale,North,2024-12-19,1847.21,ACTIVE,Segment B,Consumer,OK,
TXN00181,CUST022,Wholesale,North,2024-09-11,3357.81,ACTIVE,Segment C,Logistics,OK,
TXN00182,CUST005,Wholesale,North,2024-02-05,4112.18,ACTIVE,Segment B,Office,OK,
TXN00183,CUST018,Retail,East,2023-09-30,6827.36,ACTIVE,Segment A,Office,OK,
TXN00184,CUST023,Manufacturing,North,2024-08-14,6450.55,ACTIVE,Segment B,Logistics,OK,
TXN00185,CUST029,Wholesale,South,2023-03-18,1333.9,ACTIVE,Segment C,Logistics,OK,
TXN00186,CUST014,Manufacturing,East,2023-01-15,4493.22,PENDING,Segment B,Office,OK,
TXN00187,CUST032,Wholesale,North,2024-12-24,5031.19,ACTIVE,Segment A,Consumer,OK,
TXN00188,CUST018,Manufacturing,East,2024-11-18,2157.61,ACTIVE,Segment C,Logistics,OK,
TXN00189,CUST015,Wholesale,North,2024-01-03,5284.27,ACTIVE,Segment C,Industrial,OK,
TXN00190,CUST036,Manufacturing,East,2024-06-24,1927.69,ACTIVE,Segment A,Office,OK,
TXN00191,CUST010,Retail,West,2023-05-20,7414.21,CLOSED,Segment C,Industrial,OK,
TXN00192,CUST030,Manufacturing,North,2023-09-13,5139.01,ACTIVE,Segment B,Industrial,OK,
TXN00193,CUST014,Retail,East,2024-02-14,1435.81,CLOSED,Segment A,Logistics,OK,
TXN00194,CUST031,Retail,East,2024-04-17,4732.51,ACTIVE,Segment B,Logistics,OK,
TXN00195,CUST009,Manufacturing,West,2023-11-01,2104.95,CLOSED,Segment B,Office,OK,
TXN00196,CUST019,Retail,South,2024-07-26,1672.73,ACTIVE,Segment C,Office,OK,
TXN00197,CUST011,Wholesale,East,2023-06-11,5599.17,ACTIVE,Segment C,Office,OK,
TXN00198,CUST046,Retail,South,2024-10-24,4955.79,ACTIVE,Segment A,Consumer,OK,
TXN00199,CUST023,Manufacturing,South,2023-06-20,-828.76,ACTIVE,Segment A,Consumer,REJECTED,negative_amount
TXN00200,CUST039,Wholesale,West,2023-10-05,5050.02,CLOSED,Segment C,Logistics,OK,
TXN00201,CUST057,Manufacturing,West,2024-11-04,5184.6,ACTIVE,Segment B,Consumer,OK,
TXN00202,CUST056,Wholesale,North,2024-04-25,1771.69,ACTIVE,Segment A,Consumer,OK,
TXN00203,CUST054,Retail,East,2024-09-09,2254.88,ACTIVE,Segment C,Consumer,OK,
TXN00204,CUST055,Wholesale,North,2024-09-03,769.38,PENDING,Segment A,Consumer,OK,
TXN00205,CUST040,Retail,West,2024-03-05,4533.31,ACTIVE,Segment C,Consumer,OK,
TXN00206,CUST014,Retail,South,2023-12-16,3525.37,ACTIVE,Segment A,Industrial,OK,
TXN00207,CUST042,Wholesale,East,2023-03-06,4188.69,ACTIVE,Segment B,Consumer,OK,
TXN00208,CUST009,Wholesale,North,2024-03-08,328.06,ACTIVE,Segment B,Office,OK,
TXN00209,CUST053,Wholesale,South,2023-07-06,5304.4,ACTIVE,Segment C,Consumer,OK,
TXN00210,CUST043,Retail,North,2023-08-29,5309.84,ACTIVE,Segment C,Consumer,OK,
TXN00211,CUST050,Manufacturing,West,2023-03-27,2980.41,ACTIVE,Segment C,Consumer,OK,
TXN00212,CUST038,Retail,East,2023-09-14,1682.33,ACTIVE,Segment A,Consumer,OK,
TXN00213,CUST029,Retail,South,2023-10-30,2915.25,CLOSED,Segment B,Industrial,OK,
TXN00214,CUST016,Manufacturing,West,2023-10-23,4443.35,ACTIVE,Segment B,Industrial,OK,
TXN00215,CUST004,Retail,North,2023-07-25,4359.1,ACTIVE,Segment B,Logistics,OK,
TXN00216,CUST049,Manufacturing,South,2024-11-21,5176.01,ACTIVE,Segment B,Industrial,OK,
TXN00217,CUST053,Retail,South,2023-07-28,2828.02,CLOSED,Segment A,Consumer,OK,
TXN00218,CUST004,Retail,North,2023-11-02,3721.91,CLOSED,Segment A,Office,OK,
TXN00219,CUST047,Wholesale,East,2023-02-06,1563.09,ACTIVE,Segment C,Consumer,OK,
TXN00220,CUST058,Manufacturing,North,2023-01-14,1539.92,CLOSED,Segment A,Logistics,OK,
TXN00221,CUST024,Wholesale,North,2024-04-25,3671.35,ACTIVE,Segment B,Logistics,OK,
TXN00222,CUST026,Wholesale,South,2024-10-14,642.23,ACTIVE,Segment C,Industrial,OK,
TXN00223,CUST033,Wholesale,West,2024-04-11,151.11,ACTIVE,Segment B,Industrial,OK,
TXN00224,CUST042,Retail,North,2024-09-02,960.24,CLOSED,Segment B,Logistics,OK,
TXN00225,CUST028,Manufacturing,North,2023-11-14,2439.32,ACTIVE,Segment B,Office,OK,
TXN00226,CUST048,Wholesale,West,2023-10-01,3669.4,ACTIVE,Segment A,Logistics,OK,
TXN00227,CUST022,Retail,East,2023-10-13,9293.66,PENDING,Segment B,Logistics,OK,
TXN00228,CUST050,Manufacturing,East,2023-08-21,5251.88,ACTIVE,Segment C,Industrial,OK,
TXN00229,CUST037,Retail,West,2023-11-10,2441.01,ACTIVE,Segment B,Office,OK,
TXN00230,CUST047,Retail,South,2023-07-22,-1755.94,ACTIVE,Segment B,Industrial,REJECTED,negative_amount
TXN00231,CUST039,Wholesale,North,2023-10-10,-2686.37,ACTIVE,Segment B,Office,REJECTED,negative_amount
TXN00232,CUST050,Manufacturing,East,2024-03-11,2892.04,ACTIVE,Segment B,Industrial,OK,
TXN00233,CUST039,Wholesale,South,2023-02-28,5541.08,ACTIVE,Segment A,Industrial,OK,
TXN00234,CUST018,Retail,South,2023-06-14,1888.11,CLOSED,Segment A,Industrial,OK,
TXN00235,CUST008,Manufacturing,South,2024-05-11,4592.9,CLOSED,Segment B,Industrial,OK,
TXN00236,CUST056,Retail,West,2023-12-17,4109.92,ACTIVE,Segment B,Industrial,OK,
TXN00237,CUST042,Wholesale,North,2023-06-02,-373.93,ACTIVE,Segment A,Logistics,REJECTED,negative_amount
TXN00238,CUST014,Manufacturing,South,2023-01-08,4852.0,ACTIVE,Segment C,Logistics,OK,
TXN00239,CUST025,Retail,South,2023-06-16,3389.91,ACTIVE,Segment B,Logistics,OK,
TXN00240,CUST004,Wholesale,North,2023-05-01,3809.75,ACTIVE,Segment A,Consumer,OK,
TXN00241,CUST051,Wholesale,North,2023-05-11,4222.46,ACTIVE,Segment B,Logistics,OK,
TXN00242,CUST046,Manufacturing,East,2023-01-09,6615.76,ACTIVE,Segment A,Consumer,OK,
TXN00243,CUST015,Manufacturing,East,2023-01-22,1245.31,ACTIVE,Segment B,Logistics,OK,
TXN00244,CUST053,Manufacturing,North,2024-06-17,1829.15,CLOSED,Segment A,Office,OK,
TXN00245,CUST015,Retail,East,2024-01-22,6458.46,ACTIVE,Segment C,Consumer,OK,
TXN00246,CUST044,Wholesale,South,2024-04-06,2876.95,ACTIVE,Segment A,Logistics,OK,
TXN00247,CUST060,Retail,South,2024-11-26,4779.52,ACTIVE,Segment C,Office,OK,
TXN00248,CUST045,Manufacturing,East,2023-12-12,1628.75,ACTIVE,Segment C,Logistics,OK,
TXN00249,CUST042,Retail,East,2023-07-15,3953.99,PENDING,Segment B,Office,OK,
TXN00250,CUST004,Wholesale,East,2023-07-02,4740.17,PENDING,Segment B,Industrial,OK,
TXN00251,CUST001,Wholesale,South,2024-11-10,1146.33,ACTIVE,Segment A,Office,OK,
TXN00252,CUST019,Manufacturing,East,2024-12-10,5069.62,ACTIVE,Segment B,Logistics,OK,
TXN00253,CUST038,Retail,West,2024-04-03,-7104.74,ACTIVE,Segment A,Consumer,REJECTED,negative_amount
TXN00254,CUST027,Manufacturing,West,2024-05-05,9100.5,ACTIVE,Segment C,Consumer,OK,
TXN00255,CUST029,Manufacturing,South,2023-08-04,-1918.22,ACTIVE,Segment A,Consumer,REJECTED,negative_amount
TXN00256,CUST054,Retail,North,2024-09-17,3281.18,ACTIVE,Segment B,Consumer,OK,
TXN00257,CUST018,Retail,East,2023-09-13,-2889.9,ACTIVE,Segment C,Logistics,REJECTED,negative_amount
TXN00258,CUST048,Retail,South,2023-09-03,3543.22,CLOSED,Segment A,Industrial,OK,
TXN00259,CUST047,Wholesale,North,2023-11-16,5595.22,CLOSED,Segment B,Consumer,OK,
TXN00260,CUST048,Wholesale,South,2023-08-23,1246.4,ACTIVE,Segment A,Office,OK,
TXN00261,CUST052,Retail,East,2024-06-26,1398.75,ACTIVE,Segment A,Industrial,OK,
TXN00262,CUST011,Retail,South,2024-10-28,3029.81,ACTIVE,Segment A,Logistics,OK,
TXN00263,CUST041,Manufacturing,North,2023-07-06,7726.88,ACTIVE,Segment B,Office,OK,
TXN00264,CUST007,Retail,South,2023-12-01,-2013.77,CLOSED,Segment A,Industrial,REJECTED,negative_amount
TXN00265,CUST001,Wholesale,North,2024-06-23,3535.56,ACTIVE,Segment B,Industrial,OK,
TXN00266,CUST003,Retail,East,2024-09-02,4851.01,ACTIVE,Segment A,Office,OK,
TXN00267,CUST023,Manufacturing,South,2023-10-10,3585.72,ACTIVE,Segment A,Industrial,OK,
TXN00268,CUST060,Manufacturing,West,2023-09-19,5579.53,ACTIVE,Segment C,Industrial,OK,
